UE,Éléments constitutifs,MCC 40%,Examen 60%,Moy EC,Coef,Étudiant
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.52,16.33,16.0,"1,50",Etudiant_305
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,9.02,16.39,13.44,"1,75",Etudiant_305
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.12,7.01,9.45,"1,00",Etudiant_305
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.25,11.79,13.57,"1,00",Etudiant_306
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.42,14.99,13.56,"2,00",Etudiant_306
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.69,11.46,13.55,"1,50",Etudiant_306
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.38,17.15,16.04,"1,75",Etudiant_306
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.17,19.62,15.84,"1,00",Etudiant_306
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.15,18.36,15.08,"1,00",Etudiant_307
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.96,10.34,11.79,"2,00",Etudiant_307
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.9,13.68,14.57,"1,50",Etudiant_307
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.89,12.47,13.44,"1,75",Etudiant_307
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.31,15.11,12.39,"1,00",Etudiant_307
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.17,10.24,12.61,"1,00",Etudiant_308
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.29,14.18,11.43,"2,00",Etudiant_308
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.06,10.71,9.25,"1,50",Etudiant_308
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.83,11.76,11.39,"1,75",Etudiant_308
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.44,9.65,11.57,"1,00",Etudiant_308
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.31,14.71,14.55,"1,00",Etudiant_309
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.5,17.71,16.03,"2,00",Etudiant_309
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.63,15.34,15.45,"1,50",Etudiant_309
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.38,8.14,9.83,"1,75",Etudiant_309
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.22,13.41,14.93,"1,00",Etudiant_309
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.53,19.62,17.19,"1,00",Etudiant_310
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.91,16.69,14.78,"2,00",Etudiant_310
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.79,11.13,10.19,"1,50",Etudiant_310
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.51,15.54,12.73,"1,75",Etudiant_310
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.64,12.18,15.17,"1,00",Etudiant_310
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.71,18.83,17.98,"1,00",Etudiant_311
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.49,15.56,15.93,"2,00",Etudiant_311
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.25,19.35,16.51,"1,50",Etudiant_311
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.57,14.12,13.5,"1,75",Etudiant_311
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.98,14.21,13.72,"1,00",Etudiant_311
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.71,7.91,10.23,"1,00",Etudiant_312
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.33,16.37,16.35,"2,00",Etudiant_312
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.66,18.25,15.21,"1,50",Etudiant_312
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.69,16.79,14.35,"1,75",Etudiant_312
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.48,9.15,11.68,"1,00",Etudiant_312
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.6,15.5,16.74,"1,00",Etudiant_313
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.1,19.3,18.42,"2,00",Etudiant_313
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.59,8.62,12.61,"1,50",Etudiant_313
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.74,15.25,12.64,"1,75",Etudiant_313
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.08,10.84,12.13,"1,00",Etudiant_313
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.99,12.4,12.24,"1,00",Etudiant_314
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.64,12.87,12.38,"2,00",Etudiant_314
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.35,14.24,11.89,"1,50",Etudiant_314
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.72,14.9,16.03,"1,75",Etudiant_314
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.97,11.16,10.29,"1,00",Etudiant_314
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.73,18.05,13.92,"1,00",Etudiant_315
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.94,9.49,9.27,"2,00",Etudiant_315
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.21,8.41,12.33,"1,50",Etudiant_315
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.38,17.77,15.21,"1,75",Etudiant_315
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.19,12.37,13.9,"1,00",Etudiant_315
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.69,12.88,14.4,"1,00",Etudiant_316
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.35,15.65,13.53,"2,00",Etudiant_316
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.66,10.91,11.21,"1,50",Etudiant_316
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.03,10.77,13.68,"1,75",Etudiant_316
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.58,17.03,14.45,"1,00",Etudiant_316
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.21,14.46,15.16,"1,00",Etudiant_317
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.33,17.4,16.17,"2,00",Etudiant_317
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.5,12.62,12.17,"1,50",Etudiant_317
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,15.91,12.1,13.62,"1,75",Etudiant_317
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.58,19.45,17.5,"1,00",Etudiant_317
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.88,8.62,10.33,"1,00",Etudiant_318
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.85,19.88,17.47,"2,00",Etudiant_318
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.07,7.41,11.27,"1,50",Etudiant_318
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.07,19.32,18.02,"1,75",Etudiant_318
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.6,16.19,13.16,"1,00",Etudiant_318
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.16,7.73,10.31,"1,00",Etudiant_319
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.35,15.11,12.01,"2,00",Etudiant_319
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.01,19.08,18.25,"1,50",Etudiant_319
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.74,12.08,10.74,"1,75",Etudiant_319
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.99,17.34,13.6,"1,00",Etudiant_319
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.04,7.55,10.15,"1,00",Etudiant_320
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.79,15.71,15.75,"2,00",Etudiant_320
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,11.87,11.56,11.68,"1,50",Etudiant_320
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.95,13.75,11.43,"1,75",Etudiant_320
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.02,11.72,14.24,"1,00",Etudiant_320
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.74,16.54,17.42,"1,00",Etudiant_321
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.78,19.24,15.06,"2,00",Etudiant_321
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.08,17.28,17.2,"1,50",Etudiant_321
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.41,16.42,14.82,"1,75",Etudiant_321
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.27,11.28,12.07,"1,00",Etudiant_321
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.99,19.87,19.12,"1,00",Etudiant_322
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.6,17.63,17.22,"2,00",Etudiant_322
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.2,16.5,12.78,"1,50",Etudiant_322
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.59,12.48,12.92,"1,75",Etudiant_322
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.03,12.92,11.36,"1,00",Etudiant_322
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,18.47,9.71,13.21,"1,00",Etudiant_323
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.68,12.78,11.54,"2,00",Etudiant_323
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.14,11.52,12.56,"1,50",Etudiant_323
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.58,16.85,17.94,"1,75",Etudiant_323
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.23,16.67,12.89,"1,00",Etudiant_323
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.26,7.42,12.16,"1,00",Etudiant_324
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,12.38,10.57,11.3,"2,00",Etudiant_324
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,19.27,16.16,17.4,"1,50",Etudiant_324
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.03,15.5,14.91,"1,75",Etudiant_324
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,13.33,16.05,14.97,"1,00",Etudiant_324
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.8,14.28,15.68,"1,00",Etudiant_325
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.73,9.63,13.67,"2,00",Etudiant_325
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,15.91,7.75,11.01,"1,50",Etudiant_325
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.69,10.65,11.86,"1,75",Etudiant_325
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,19.12,12.6,15.21,"1,00",Etudiant_325
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.82,16.48,15.41,"1,00",Etudiant_326
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,13.53,12.13,12.69,"2,00",Etudiant_326
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,17.84,14.73,15.97,"1,50",Etudiant_326
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.29,18.34,14.32,"1,75",Etudiant_326
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.86,16.14,15.63,"1,00",Etudiant_326
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.8,8.17,12.02,"1,00",Etudiant_327
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.62,8.17,8.75,"2,00",Etudiant_327
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.4,18.73,15.0,"1,50",Etudiant_327
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.93,9.36,9.19,"1,75",Etudiant_327
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.89,14.74,13.6,"1,00",Etudiant_327
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.12,18.04,15.27,"1,00",Etudiant_328
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.17,7.23,8.8,"2,00",Etudiant_328
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.99,8.88,8.93,"1,50",Etudiant_328
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.19,12.27,10.24,"1,75",Etudiant_328
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.48,7.43,11.45,"1,00",Etudiant_328
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,14.18,9.92,11.63,"1,00",Etudiant_329
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.93,12.99,11.37,"2,00",Etudiant_329
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,8.74,9.15,8.99,"1,50",Etudiant_329
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,14.67,8.3,10.84,"1,75",Etudiant_329
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,7.69,16.83,13.17,"1,00",Etudiant_329
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.48,18.83,15.89,"1,00",Etudiant_330
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,18.25,8.67,12.5,"2,00",Etudiant_330
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.49,8.56,10.93,"1,50",Etudiant_330
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,8.78,13.93,11.87,"1,75",Etudiant_330
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,18.99,13.34,15.6,"1,00",Etudiant_330
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.16,14.13,15.34,"1,00",Etudiant_331
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.7,15.46,15.16,"2,00",Etudiant_331
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.45,18.82,15.47,"1,50",Etudiant_331
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,13.73,10.15,11.58,"1,75",Etudiant_331
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.16,7.06,9.1,"1,00",Etudiant_331
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.52,13.48,12.69,"1,00",Etudiant_332
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.86,11.55,14.87,"2,00",Etudiant_332
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.17,7.2,11.59,"1,50",Etudiant_332
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.8,11.79,12.19,"1,75",Etudiant_332
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.75,9.87,12.62,"1,00",Etudiant_332
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.31,18.03,16.14,"1,00",Etudiant_333
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.67,17.54,17.19,"2,00",Etudiant_333
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.67,11.24,13.41,"1,50",Etudiant_333
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.01,8.74,8.05,"1,75",Etudiant_333
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,9.46,8.64,8.97,"1,00",Etudiant_333
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,12.49,15.34,14.2,"1,00",Etudiant_334
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.59,9.62,13.61,"2,00",Etudiant_334
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,12.89,19.76,17.01,"1,50",Etudiant_334
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,7.38,9.26,8.51,"1,75",Etudiant_334
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.86,11.5,14.04,"1,00",Etudiant_334
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,15.93,8.13,11.25,"1,00",Etudiant_335
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,19.16,15.53,16.98,"2,00",Etudiant_335
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.23,8.32,10.68,"1,50",Etudiant_335
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.49,8.46,12.87,"1,75",Etudiant_335
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,14.96,15.87,15.51,"1,00",Etudiant_335
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.0,11.43,10.46,"1,00",Etudiant_336
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,8.32,15.36,12.54,"2,00",Etudiant_336
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,7.45,9.3,8.56,"1,50",Etudiant_336
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.11,8.72,12.88,"1,75",Etudiant_336
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.43,8.62,9.35,"1,00",Etudiant_336
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,8.78,13.71,11.74,"1,00",Etudiant_337
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.91,18.08,16.81,"2,00",Etudiant_337
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,16.8,7.37,11.14,"1,50",Etudiant_337
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.52,8.16,12.3,"1,75",Etudiant_337
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.19,10.41,9.52,"1,00",Etudiant_337
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,9.94,11.41,10.82,"1,00",Etudiant_338
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,15.33,13.36,14.15,"2,00",Etudiant_338
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,13.14,13.62,13.43,"1,50",Etudiant_338
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.89,19.15,19.44,"1,75",Etudiant_338
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.19,7.26,8.43,"1,00",Etudiant_338
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.04,7.01,10.62,"1,00",Etudiant_339
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.58,17.22,16.96,"2,00",Etudiant_339
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.43,7.21,11.7,"1,50",Etudiant_339
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.77,15.78,13.78,"1,75",Etudiant_339
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.45,18.11,17.45,"1,00",Etudiant_339
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,17.67,7.82,11.76,"1,00",Etudiant_340
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,14.63,19.88,17.78,"2,00",Etudiant_340
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.8,16.4,15.76,"1,50",Etudiant_340
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,10.67,16.62,14.24,"1,75",Etudiant_340
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,8.51,18.82,14.69,"1,00",Etudiant_340
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,7.92,11.23,9.9,"1,00",Etudiant_341
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,9.03,18.74,14.86,"2,00",Etudiant_341
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.19,18.27,18.24,"1,50",Etudiant_341
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,11.33,12.05,11.76,"1,75",Etudiant_341
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,16.28,16.3,16.3,"1,00",Etudiant_341
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,10.72,13.74,12.54,"1,00",Etudiant_342
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,7.44,8.7,8.19,"2,00",Etudiant_342
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.66,12.16,13.16,"1,50",Etudiant_342
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,17.8,15.53,16.44,"1,75",Etudiant_342
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,10.8,10.73,10.76,"1,00",Etudiant_342
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,13.55,17.1,15.68,"1,00",Etudiant_343
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,17.76,7.66,11.7,"2,00",Etudiant_343
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,14.08,14.02,14.05,"1,50",Etudiant_343
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,16.72,12.96,14.46,"1,75",Etudiant_343
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,15.47,19.14,17.67,"1,00",Etudiant_343
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.78,8.22,11.65,"1,00",Etudiant_344
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,11.34,14.51,13.24,"2,00",Etudiant_344
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,10.59,16.4,14.08,"1,50",Etudiant_344
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,12.46,12.39,12.42,"1,75",Etudiant_344
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,11.19,10.61,10.84,"1,00",Etudiant_344
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,16.94,18.82,18.07,"1,00",Etudiant_345
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,16.17,16.33,16.26,"2,00",Etudiant_345
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,9.37,16.23,13.49,"1,50",Etudiant_345
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,18.78,12.41,14.95,"1,75",Etudiant_345
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,12.63,9.67,10.86,"1,00",Etudiant_345
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,11.96,7.11,9.05,"1,00",Etudiant_346
UE3.5.2 OUTILS DE PROGRAMMATION 7,Programmation web 1 : Laravel,10.0,18.95,15.37,"2,00",Etudiant_346
UE3.5.3 INTELLIGENCE ARTIFICIELLE,Python for data science,18.86,12.43,15.0,"1,50",Etudiant_346
UE3.5.4 OUTILS DE TECHNOLOGIE WEB,Technologie web 1 : Node JS,19.97,17.85,18.7,"1,75",Etudiant_346
UE3.5.5 INTRODUCTION À LA CYBERSÉCURITÉ,Cryptographie et sécurité des SI,17.49,19.06,18.43,"1,00",Etudiant_346
UE3.5.1 OUTILS DE COMMUNICATION ET DE GESTION,Communication d'entreprise,19.69,8.61,13.04,"1,00",Etudiant_347
